RD,TDLinx,Store Name - Nielsen,Store Type,Street Name,Barangay,Municipality,Province,Region,Longitude,Latitude,Accuracy,Average Daily Sales: Sari Sari Store,Located? (Yes/No),cluster_label
Extreme Reach,7K014711,No Trade Name,Sari Sari Store,Upper Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.12228,6.07594,1.5,101 - 500,No,48
Extreme Reach,7K014716,No Trade Name,Sari Sari Store,"prk 10-A , brgy Fatima","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1259533,6.074061667,1.3,101 - 500,No,48
Extreme Reach,7K014727,CRISTY SARI SARI STORE AND KAKANIN,Sari Sari Store,"prk 10-A , brgy Fatima","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1249917,6.075086667,1.8,"501 - 2,000",No,48
Extreme Reach,7K014725,No Trade Name,Sari Sari Store,"prk 10-B , brgy Fatima","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1260283,6.074515,1.5,101 - 500,No,48
Extreme Reach,7K010852,No Trade Name,Sari Sari Store,"Upper Acharon , Bangsamoro","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429217,6.067238333,1.7,101 - 500,No,184
Extreme Reach,7K010864,ALEIMAR STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1385767,6.072743333,1.6,"501 - 2,000",No,186
Extreme Reach,7K010879,JIM-LYN STORE,Sari Sari Store,Purok Saeg Zone 1,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1521733,6.072428333,1.6,"2001 - 3,500",No,196
Extreme Reach,7K016430,SKY PRANZ STORE,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1471617,6.079768333,1.4,"501 - 2,000",No,191
Extreme Reach,7K010942,NENENG SARI-SARI STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1400533,6.073176667,1.3,"3,501 And Up",No,186
Extreme Reach,7K010867,LJ' S & Quin 2× STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13785,6.071976667,1.6,"501 - 2,000",No,186
Extreme Reach,7K010849,No Trade Name,Sari Sari Store,"Upper Acharon , Bangsamoro","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429233,6.068585,1.7,"501 - 2,000",No,184
Extreme Reach,7K010856,No Trade Name,Sari Sari Store,Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142945,6.069285,1.7,101 - 500,No,184
Extreme Reach,7K010878,No Trade Name,Sari Sari Store,Purok Saeg Zone 1,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1518783,6.072561667,1.5,"501 - 2,000",No,196
Extreme Reach,7K010848,ALFASAIN STORE,Sari Sari Store,"Upper Acharon , Bangsamoro","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429783,6.070031667,1.9,"501 - 2,000",No,185
Extreme Reach,7K010859,No Trade Name,Sari Sari Store,Malambuon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1388983,6.071281667,1.5,"501 - 2,000",No,186
Extreme Reach,7K010886,No Trade Name,Sari Sari Store,Purok Saeg Zone 4,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1527833,6.071956667,1.9,"501 - 2,000",No,196
Extreme Reach,7K015338,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.138875,6.093426667,1.6,"501 - 2,000",No,180
Extreme Reach,7K010857,No Trade Name,Sari Sari Store,Lower Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429533,6.070298333,1.9,101 - 500,No,185
Extreme Reach,7K010865,FRANK SARI SARI STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.138425,6.072396667,1.4,"501 - 2,000",No,186
Extreme Reach,7K010869,YAN-YAN STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.138785,6.071968333,1.4,"501 - 2,000",No,186
Extreme Reach,7K010899,No Trade Name,Sari Sari Store,Purok Saeg Zone 4,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.153765,6.070851667,1.3,"501 - 2,000",No,196
Extreme Reach,7K010863,BIBOY STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13881,6.072983333,1.5,"501 - 2,000",No,186
Extreme Reach,7K010872,LITA STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1387733,6.071661667,1.7,"501 - 2,000",No,186
Extreme Reach,7K010739,No Trade Name,Sari Sari Store,Purok bangsamoro,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1421467,6.07075,1.8,"501 - 2,000",No,185
Extreme Reach,7K016431,SOYSOY STORE,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1463617,6.078003333,1.4,"501 - 2,000",No,191
Extreme Reach,7K010855,No Trade Name,Sari Sari Store,"Upper Acharon , Bangsamoro","Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1429933,6.068891667,1.3,"501 - 2,000",No,184
Extreme Reach,7K010890,No Trade Name,Sari Sari Store,Purok Saeg Zone 4,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.152795,6.071578333,1.4,101 - 500,No,196
Extreme Reach,7K010860,SUNGER VARIETY STORE,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1392683,6.072373333,1.4,"501 - 2,000",No,186
Extreme Reach,7K010882,Mega H Fishing Supplies,Sari Sari Store,Purok Saeg Zone 4,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1523833,6.072033333,1.7,"501 - 2,000",No,196
Extreme Reach,7K010894,No Trade Name,Sari Sari Store,Purok Saeg Zone 4,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1528233,6.071646667,1.5,"501 - 2,000",No,196
Extreme Reach,7K010861,No Trade Name,Sari Sari Store,Malambu-on,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1401617,6.07306,1.9,101 - 500,No,186
Extreme Reach,7K016363,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1493567,6.08937,1.9,101 - 500,No,189
Extreme Reach,7K015346,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.141595,6.093568333,1.9,"501 - 2,000",No,193
Extreme Reach,7K015344,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1381117,6.09301,1.7,101 - 500,No,180
Extreme Reach,7K015345,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1406467,6.093171667,1.8,"501 - 2,000",No,193
Extreme Reach,7K015320,No Trade Name,Sari Sari Store,Quilantang zone 8 brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1450783,6.091901667,1.9,"501 - 2,000",No,193
Extreme Reach,7K015340,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1386783,6.093045,1.3,"501 - 2,000",No,180
Extreme Reach,7K015332,No Trade Name,Sari Sari Store,Quilantang brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1433467,6.092936667,1.7,101 - 500,No,193
Extreme Reach,7K015315,No Trade Name,Sari Sari Store,Quilantang zone 8 brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1442433,6.092231667,1.9,101 - 500,No,193
Extreme Reach,7K015322,MARTINITO STORE,Sari Sari Store,Quilantang zone 8 brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1445683,6.090706667,1.9,101 - 500,No,193
Extreme Reach,7K015330,No Trade Name,Sari Sari Store,Quilantang brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1436633,6.093156667,1.5,101 - 500,No,193
Extreme Reach,7K010664,No Trade Name,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1425967,6.069566667,1.6,"501 - 2,000",No,184
Extreme Reach,7K010672,No Trade Name,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.141685,6.070856667,1.7,101 - 500,No,185
Extreme Reach,7K010640,SUSAN STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1400917,6.070356667,1.6,"501 - 2,000",No,186
Extreme Reach,7K010651,AGAD STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1411533,6.068853333,1.8,"501 - 2,000",No,184
Extreme Reach,7K010699,WAJE STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14231,6.068506667,1.5,"3,501 And Up",No,184
Extreme Reach,7K016264,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1484483,6.089118333,1.8,101 - 500,No,189
Extreme Reach,7K016362,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1498217,6.088803333,2,101 - 500,No,189
Extreme Reach,7K016365,No Trade Name,Sari Sari Store,Crisostomo village brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14313,6.084333333,1.8,101 - 500,No,192
Extreme Reach,7K016427,No Trade Name,Sari Sari Store,Dagohoy street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1467017,6.080988333,1.6,"501 - 2,000",No,190
Extreme Reach,7K016387,No Trade Name,Sari Sari Store,Purok Veterans Mabini street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1456967,6.080448333,1.7,101 - 500,No,190
Extreme Reach,7K016383,No Trade Name,Sari Sari Store,Purok Veterans Rizal ave brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1462483,6.081775,1.4,"501 - 2,000",No,190
Extreme Reach,7K010659,ALPAJANDO STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14235,6.06881,1.6,"501 - 2,000",No,184
Extreme Reach,7K010667,No Trade Name,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1422283,6.069533333,1.7,"501 - 2,000",No,184
Extreme Reach,7K010668,AMORAN DATU EMAM STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1427733,6.069968333,1.7,"501 - 2,000",No,184
Extreme Reach,7K016268,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.148665,6.088535,1.7,"501 - 2,000",No,189
Extreme Reach,7K016372,No Trade Name,Sari Sari Store,Purok Vetetans malvar street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1444433,6.080576667,1.5,101 - 500,No,190
Extreme Reach,7K016378,No Trade Name,Sari Sari Store,Purok Veterans Rizal street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1457567,6.081593333,1.7,101 - 500,No,190
Extreme Reach,7K016405,No Trade Name,Sari Sari Store,Upper puting bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1490367,6.08909,1.4,"501 - 2,000",No,189
Extreme Reach,7K016402,No Trade Name,Sari Sari Store,Upper puting bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.148835,6.088048333,1.6,"501 - 2,000",No,189
Extreme Reach,7K016420,EVA STORE,Sari Sari Store,Malvar street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1453133,6.081003333,1.3,"2001 - 3,500",No,190
Extreme Reach,7K010617,No Trade Name,Sari Sari Store,Purok San Juan,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1472067,6.072015,1.3,"501 - 2,000",No,194
Extreme Reach,7K016382,No Trade Name,Sari Sari Store,Purok Veterans Del Pilar street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1460583,6.080966667,1.4,101 - 500,No,190
Extreme Reach,7K010629,No Trade Name,Sari Sari Store,Purok Mendoza,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14896,6.071375,1.5,101 - 500,No,194
Extreme Reach,7K010620,No Trade Name,Sari Sari Store,Purok San Juan,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1472067,6.071526667,1.4,"501 - 2,000",No,194
Extreme Reach,7K016267,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1485667,6.088546667,1.7,101 - 500,No,189
Extreme Reach,7K010650,BRVV STORE,Sari Sari Store,Apitong street Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1412367,6.069405,1.4,"501 - 2,000",No,184
Extreme Reach,7K010474,JAMMS STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1400883,6.072223333,1.6,"501 - 2,000",No,186
Extreme Reach,7K015323,No Trade Name,Sari Sari Store,Quilantang brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1444,6.08991,1.5,101 - 500,No,193
Extreme Reach,7K016370,No Trade Name,Sari Sari Store,Jurassic brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14179,6.083621667,1.7,"501 - 2,000",No,2
Extreme Reach,7K016359,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1492683,6.088821667,1.7,101 - 500,No,189
Extreme Reach,7K016266,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.148365,6.088503333,1.7,101 - 500,No,189
Extreme Reach,7K010642,GUMAPAC STORE,Sari Sari Store,Apitong street Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1408867,6.06968,1.6,101 - 500,No,184
Extreme Reach,7K015343,NATHANSKYE STORE,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1375367,6.092723333,1.8,"501 - 2,000",No,180
Extreme Reach,7K015317,No Trade Name,Sari Sari Store,Quilantang zone 8 brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14455,6.092298333,1.7,101 - 500,No,193
Extreme Reach,7K015339,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1390667,6.09343,1.8,"501 - 2,000",No,180
Extreme Reach,7K015336,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1413117,6.093601667,1.4,101 - 500,No,193
Extreme Reach,7K015324,DELOS SANTOS STORE,Sari Sari Store,Quilantang brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1443317,6.090443333,1.5,"501 - 2,000",No,193
Extreme Reach,7K015326,No Trade Name,Sari Sari Store,Quilantang brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1440217,6.089843333,1.6,"501 - 2,000",No,193
Extreme Reach,7K016407,No Trade Name,Sari Sari Store,Upper puting bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1499117,6.089265,1.6,"501 - 2,000",No,189
Extreme Reach,7K010652,No Trade Name,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1423133,6.068488333,1.4,"501 - 2,000",No,184
Extreme Reach,7K016257,ONG STORE,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1503583,6.088931667,1.8,101 - 500,No,189
Extreme Reach,7K016262,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1504617,6.089465,1.9,101 - 500,No,189
Extreme Reach,7K016269,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1488783,6.08848,1.9,"501 - 2,000",No,189
Extreme Reach,7K016366,No Trade Name,Sari Sari Store,Jurassic brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14259,6.084738333,1.5,101 - 500,No,192
Extreme Reach,7K016384,KIDOS STORE,Sari Sari Store,Purok Veterans Aguinaldo street brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1460117,6.081678333,1.9,"501 - 2,000",No,190
Extreme Reach,7K016406,No Trade Name,Sari Sari Store,Upper puting bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1492583,6.088868333,1.6,"501 - 2,000",No,189
Extreme Reach,7K012813,No Trade Name,Sari Sari Store,Camya street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1406967,6.081526667,1.5,"3,501 And Up",No,2
Extreme Reach,7K012846,No Trade Name,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1379183,6.08688,1.7,"501 - 2,000",No,181
Extreme Reach,7K010613,No Trade Name,Sari Sari Store,Purok San Juan,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1481133,6.072213333,1.7,"501 - 2,000",No,194
Extreme Reach,7K014124,DIACAMOS STORE,Sari Sari Store,Lily valley,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1316567,6.084573333,1.6,101 - 500,No,183
Extreme Reach,7K014127,ABDON STORE,Sari Sari Store,Emillana heights,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1314817,6.084035,1.4,"501 - 2,000",No,183
Extreme Reach,7K014133,1M STORE,Sari Sari Store,Emillana Heights,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1321767,6.079631667,1.3,"501 - 2,000",No,48
Extreme Reach,7K014136,DHELIA STORE,Sari Sari Store,JP Rizal Street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1400183,6.076053333,1.4,101 - 500,No,34
Extreme Reach,7K016354,No Trade Name,Sari Sari Store,Upper puting Bato,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1489433,6.0891,1.9,101 - 500,No,189
Extreme Reach,7K014137,D & D STORE,Sari Sari Store,JP Rizal Street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1400183,6.075288333,1.5,"501 - 2,000",No,34
Extreme Reach,7K014145,No Trade Name,Sari Sari Store,Makar-Sarangani Highway,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.14463,6.073356667,1.9,"501 - 2,000",No,34
Extreme Reach,7K014146,CAHAYAG CONSUMER GOODS,Sari Sari Store,Makar-Sarangani Highway,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1445617,6.073516667,1.4,"501 - 2,000",No,34
Extreme Reach,7K010641,JACKIE STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1412717,6.070403333,1.8,"501 - 2,000",No,184
Extreme Reach,7K016428,No Trade Name,Sari Sari Store,Dagohoy street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1468367,6.080601667,1.6,"501 - 2,000",No,190
Extreme Reach,7K014205,No Trade Name,Sari Sari Store,Lily Valley,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13184,6.087008333,1.4,101 - 500,No,183
Extreme Reach,7K010665,JIRBREYARAIN STORE,Sari Sari Store,Upper Acharon,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1427767,6.069553333,1.5,"501 - 2,000",No,184
Extreme Reach,7K014351,No Trade Name,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1325633,6.084578333,1.6,"501 - 2,000",No,183
Extreme Reach,7K014352,No Trade Name,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1321317,6.08242,1.6,"501 - 2,000",No,183
Extreme Reach,7K014408,Rachel Store,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1484417,6.077761667,1.5,101 - 500,No,191
Extreme Reach,7K014413,No Trade Name,Sari Sari Store,Christian Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1486183,6.077705,1.9,"501 - 2,000",No,191
Extreme Reach,7K010627,No Trade Name,Sari Sari Store,Purok San Juan,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1481083,6.071863333,1.6,"501 - 2,000",No,194
Extreme Reach,7K010625,No Trade Name,Sari Sari Store,Purok San Juan,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1475517,6.072093333,1.5,101 - 500,No,194
Extreme Reach,7K014114,No Trade Name,Sari Sari Store,Lily valley,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13142,6.088146667,1.3,101 - 500,No,182
Extreme Reach,7K014115,HELEN STORE,Sari Sari Store,Lily valley,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13071,6.089318333,1.4,101 - 500,No,182
Extreme Reach,7K014121,No Trade Name,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1312717,6.086528333,1.7,"501 - 2,000",No,183
Extreme Reach,7K015347,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.142115,6.093503333,1.5,101 - 500,No,193
Extreme Reach,7K015342,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1376483,6.093643333,1.5,"501 - 2,000",No,180
Extreme Reach,7K015341,No Trade Name,Sari Sari Store,Rovalgon Brgy. Calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1380933,6.093013333,1.5,"501 - 2,000",No,180
